Compiler Name                         | Name
arm64g640                             | ARM64 gcc 6.4
carm64g640                            | ARM64 gcc 6.4
arm64g730                             | ARM64 gcc 7.3
carm64g730                            | ARM64 gcc 7.3
arm64g750                             | ARM64 gcc 7.5
carm64g750                            | ARM64 gcc 7.5
arm64g820                             | ARM64 gcc 8.2
carm64g820                            | ARM64 gcc 8.2
arm64g850                             | ARM64 gcc 8.5
carm64g850                            | ARM64 gcc 8.5
arm64g930                             | ARM64 gcc 9.3
carm64g930                            | ARM64 gcc 9.3
arm64g940                             | ARM64 gcc 9.4
carm64g940                            | ARM64 gcc 9.4
arm64g950                             | ARM64 gcc 9.5
carm64g950                            | ARM64 gcc 9.5
arm64gtrunk                           | ARM64 gcc trunk
carm64gtrunk                          | ARM64 gcc trunk
gccgoarm641220                        | ARM64 gccgo 12.2.0
cl_new_arm64                          | ARM64 msvc v19.14 (WINE)
ccl_new_arm64                         | ARM64 msvc v19.14 (WINE)
gnuasarmhfg54                         | ARMhf binutils 2.28
avrg1030                              | AVR gcc 10.3.0
cavrg1030                             | AVR gcc 10.3.0
avrg1100                              | AVR gcc 11.1.0
cavrg1100                             | AVR gcc 11.1.0
avrg1210                              | AVR gcc 12.1.0
avrg1220                              | AVR gcc 12.2.0
cavrg1220                             | AVR gcc 12.2.0
avrg454                               | AVR gcc 4.5.4
cavrg454                              | AVR gcc 4.5.4
avrg464                               | AVR gcc 4.6.4
cavrg464                              | AVR gcc 4.6.4
avrg540                               | AVR gcc 5.4.0
cavrg540                              | AVR gcc 5.4.0
avrg920                               | AVR gcc 9.2.0
cavrg920                              | AVR gcc 9.2.0
avrg930                               | AVR gcc 9.3.0
cavrg930                              | AVR gcc 9.3.0
arduinomega189                        | Arduino Mega (1.8.9)
carduinomega189                       | Arduino Mega (1.8.9)
arduinouno189                         | Arduino Uno (1.8.9)
carduinouno189                        | Arduino Uno (1.8.9)
bpfclangtrunk                         | BPF clang (trunk)
cbpfclangtrunk                        | BPF clang (trunk)
bpfclang1300                          | BPF clang 13.0.0
cbpfclang1300                         | BPF clang 13.0.0
bpfclang1400                          | BPF clang 14.0.0
cbpfclang1400                         | BPF clang 14.0.0
bpfclang1500                          | BPF clang 15.0.0
cbpfclang1500                         | BPF clang 15.0.0
bpfclang1600                          | BPF clang 16.0.0
cbpfclang1600                         | BPF clang 16.0.0
rustbpfgtrunk                         | BPF gcc (trunk)
bpfgtrunk                             | BPF gcc trunk
cbpfgtrunk                            | BPF gcc trunk
beebasm109                            | BeebAsm 1.09
circle128                             | Build 128
circle129                             | Build 129
circle131                             | Build 131
circtopt-trunk                        | CIRCT opt (trunk)
chibicc-trunk                         | Chibicc 2020-12-07
hlsl_clang_trunk                      | Clang (trunk)
cppx010                               | CppCon 2017
cppx_20180922                         | CppCon 2018
crystal029                            | Crystal 0.29.0
crystal030                            | Crystal 0.30.1
crystal031                            | Crystal 0.31.1
crystal032                            | Crystal 0.32.1
crystal033                            | Crystal 0.33.0
crystal034                            | Crystal 0.34.0
crystal035                            | Crystal 0.35.1
crystal036                            | Crystal 0.36.1
crystal10                             | Crystal 1.0.0
crystal11                             | Crystal 1.1.1
crystal122                            | Crystal 1.2.2
crystal132                            | Crystal 1.3.2
crystal141                            | Crystal 1.4.1
crystal151                            | Crystal 1.5.1
crystal162                            | Crystal 1.6.2
crystal173                            | Crystal 1.7.3
dxc_trunk                             | DXC (trunk)
dxc_1_6_2112                          | DXC 1.6.2112
dxc_1_7_2207                          | DXC 1.7.2207
dart2105                              | Dart 2.10.5
dart2124                              | Dart 2.12.4
dart2134                              | Dart 2.13.4
dart2144                              | Dart 2.14.4
dart2151                              | Dart 2.15.1
dart2161                              | Dart 2.16.1
dart2171                              | Dart 2.17.1
dart2185                              | Dart 2.18.5
dart284                               | Dart 2.8.4
dart293                               | Dart 2.9.3
dartdev                               | Dart dev
erl2416                               | Erlang 21.1.6
carbon-trunk                          | Explorer (trunk)
frc2019                               | FRC 2019
cfrc2019                              | FRC 2019
frc2020                               | FRC 2020
cfrc2020                              | FRC 2020
gnucobol22                            | GnuCOBOL 2.2
gnucobol31                            | GnuCOBOL 3.1
gnucobol32rc2                         | GnuCOBOL 3.2 rc2
hook010                               | Hook 0.1.0
julia_1_7_3                           | Julia 1.7.3
julia_1_8_5                           | Julia 1.8.5
ck1cg741                              | K1C gcc 7.4
k1cg741                               | K1C gcc 7.4 (obsolete)
ck1cg750                              | K1C gcc 7.5
k1cg750                               | K1C gcc 7.5 (obsolete)
kvxg750_v410                          | KVX ACB 4.1.0 (GCC 7.5.0)
ckvxg750_v410                         | KVX ACB 4.1.0 (GCC 7.5.0)
kvxg750                               | KVX ACB 4.1.0-cd1 (GCC 7.5.0)
ckvxg750                              | KVX ACB 4.1.0-cd1 (GCC 7.5.0)
kvxg1031_v4100                        | KVX ACB 4.10.0 (GCC 10.3.1)
ckvxg1031_v4100                       | KVX ACB 4.10.0 (GCC 10.3.1)
kvxg1031_v4111                        | KVX ACB 4.11.1 (GCC 10.3.1)
ckvxg1031_v4111                       | KVX ACB 4.11.1 (GCC 10.3.1)
kvxg750_v420                          | KVX ACB 4.2.0 (GCC 7.5.0)
ckvxg750_v420                         | KVX ACB 4.2.0 (GCC 7.5.0)
kvxg750_v430                          | KVX ACB 4.3.0 (GCC 7.5.0)
ckvxg750_v430                         | KVX ACB 4.3.0 (GCC 7.5.0)
kvxg750_v440                          | KVX ACB 4.4.0 (GCC 7.5.0)
ckvxg750_v440                         | KVX ACB 4.4.0 (GCC 7.5.0)
kvxg941_v460                          | KVX ACB 4.6.0 (GCC 9.4.1)
ckvxg941_v460                         | KVX ACB 4.6.0 (GCC 9.4.1)
kvxg941_v480                          | KVX ACB 4.8.0 (GCC 9.4.1)
ckvxg941_v480                         | KVX ACB 4.8.0 (GCC 9.4.1)
kvxg941_v490                          | KVX ACB 4.9.0 (GCC 9.4.1)
ckvxg941_v490                         | KVX ACB 4.9.0 (GCC 9.4.1)
floongarch64g1220                     | LOONGARCH64 gfortran 12.2.0
circlelatest                          | Latest
cppx_blue_trunk                       | Latest trunk
cppx_gold_trunk                       | Latest trunk
mips_gltip                            | MIPS gc (tip)
mips_gl114                            | MIPS gc 1.14
mips_gl115                            | MIPS gc 1.15
mips_gl116                            | MIPS gc 1.16
mips_gl117                            | MIPS gc 1.17
mips_gl118                            | MIPS gc 1.18
mips_gl119                            | MIPS gc 1.19
gccgomips1220                         | MIPS gccgo 12.2.0
fmipsg1210                            | MIPS gfortran 12.1.0
fmipsg1220                            | MIPS gfortran 12.2.0
mips64_gltip                          | MIPS64 gc (tip)
mips64_gl114                          | MIPS64 gc 1.14
mips64_gl115                          | MIPS64 gc 1.15
mips64_gl116                          | MIPS64 gc 1.16
mips64_gl117                          | MIPS64 gc 1.17
mips64_gl118                          | MIPS64 gc 1.18
mips64_gl119                          | MIPS64 gc 1.19
objcmips64g1220                       | MIPS64 gcc 12.2.0
cmips564el                            | MIPS64 gcc 5.4 (el)
gccgomips641220                       | MIPS64 gccgo 12.2.0
fmips64g1210                          | MIPS64 gfortran 12.1.0
fmips64g1220                          | MIPS64 gfortran 12.2.0
gccgomips64el1220                     | MIPS64EL gccgo 12.2.0
mips64le_gltip                        | MIPS64LE gc (tip)
mips64le_gl114                        | MIPS64LE gc 1.14
mips64le_gl115                        | MIPS64LE gc 1.15
mips64le_gl116                        | MIPS64LE gc 1.16
mips64le_gl117                        | MIPS64LE gc 1.17
mips64le_gl118                        | MIPS64LE gc 1.18
mips64le_gl119                        | MIPS64LE gc 1.19
fmips64elg1210                        | MIPS64el gfortran 12.1.0
fmips64elg1220                        | MIPS64el gfortran 12.2.0
gccgomipsel1220                       | MIPSEL gccgo 12.2.0
mipsle_gltip                          | MIPSLE gc (tip)
mipsle_gl114                          | MIPSLE gc 1.14
mipsle_gl115                          | MIPSLE gc 1.15
mipsle_gl116                          | MIPSLE gc 1.16
mipsle_gl117                          | MIPSLE gc 1.17
mipsle_gl118                          | MIPSLE gc 1.18
mipsle_gl119                          | MIPSLE gc 1.19
fmipselg1210                          | MIPSel gfortran 12.1.0
fmipselg1220                          | MIPSel gfortran 12.2.0
mliropt1400                           | MLIR opt 14.0.0
mliropt1405                           | MLIR opt 14.0.5
mrisc32-gcc-trunk                     | MRISC32 gcc (trunk)
cmrisc32-gcc-trunk                    | MRISC32 gcc (trunk)
cmsp430g1220                          | MSP430 gcc 12.2.0
msp430g453                            | MSP430 gcc 4.5.3
cmsp430g453                           | MSP430 gcc 4.5.3
msp430g530                            | MSP430 gcc 5.3.0
cmsp430g530                           | MSP430 gcc 5.3.0
msp430g621                            | MSP430 gcc 6.2.1
cmsp430g621                           | MSP430 gcc 6.2.1
mingw64_ucrt_clang_1403               | MinGW clang 14.0.3
cmingw64_ucrt_clang_1403              | MinGW clang 14.0.3
mingw64_ucrt_clang_1406               | MinGW clang 14.0.6
cmingw64_ucrt_clang_1406              | MinGW clang 14.0.6
mingw64_ucrt_clang_1507               | MinGW clang 15.0.7
cmingw64_ucrt_clang_1507              | MinGW clang 15.0.7
mingw64_ucrt_gcc_1130                 | MinGW gcc 11.3.0
cmingw64_ucrt_gcc_1130                | MinGW gcc 11.3.0
mingw64_ucrt_gcc_1210                 | MinGW gcc 12.1.0
cmingw64_ucrt_gcc_1210                | MinGW gcc 12.1.0
mingw64_ucrt_gcc_1220                 | MinGW gcc 12.2.0
cmingw64_ucrt_gcc_1220                | MinGW gcc 12.2.0
nasm21202                             | NASM 2.12.02
nasm21302                             | NASM 2.13.02
nasm21303                             | NASM 2.13.03
nasm21402                             | NASM 2.14.02
nvcc100                               | NVCC 10.0.130
nvcc101                               | NVCC 10.1.105
nvcc101u1                             | NVCC 10.1.168
nvcc101u2                             | NVCC 10.1.243
nvcc102                               | NVCC 10.2.89
nvcc11                                | NVCC 11.0.2
nvcc11u1                              | NVCC 11.0.3
nvcc111                               | NVCC 11.1.0
nvcc111u1                             | NVCC 11.1.1
nvcc112                               | NVCC 11.2.0
nvcc112u1                             | NVCC 11.2.1
nvcc112u2                             | NVCC 11.2.2
nvcc113                               | NVCC 11.3.0
nvcc113u1                             | NVCC 11.3.1
nvcc114                               | NVCC 11.4.0
nvcc114u1                             | NVCC 11.4.1
nvcc114u2                             | NVCC 11.4.2
nvcc114u3                             | NVCC 11.4.3
nvcc114u4                             | NVCC 11.4.4
nvcc115                               | NVCC 11.5.0
nvcc115u1                             | NVCC 11.5.1
nvcc115u2                             | NVCC 11.5.2
nvcc116                               | NVCC 11.6.0
nvcc116u1                             | NVCC 11.6.1
nvcc116u2                             | NVCC 11.6.2
nvcc117                               | NVCC 11.7.0
nvcc117u1                             | NVCC 11.7.1
nvcc118                               | NVCC 11.8.0
nvcc120                               | NVCC 12.0.0
nvcc120u1                             | NVCC 12.0.1
nvcc121                               | NVCC 12.1.0
nvcc91                                | NVCC 9.1.85
nvcc92                                | NVCC 9.2.88
nvrtc11                               | NVRTC 11.0.2
nvrtc11u1                             | NVRTC 11.0.3
nvrtc111                              | NVRTC 11.1.0
nvrtc111u1                            | NVRTC 11.1.1
nvrtc112                              | NVRTC 11.2.0
nvrtc112u1                            | NVRTC 11.2.1
nvrtc112u2                            | NVRTC 11.2.2
nvrtc113                              | NVRTC 11.3.0
nvrtc113u1                            | NVRTC 11.3.1
nvrtc114                              | NVRTC 11.4.0
nvrtc114u1                            | NVRTC 11.4.1
nvrtc115                              | NVRTC 11.5.0
nvrtc115u1                            | NVRTC 11.5.1
nvrtc115u2                            | NVRTC 11.5.2
nvrtc116                              | NVRTC 11.6.0
nvrtc116u1                            | NVRTC 11.6.1
nvrtc116u2                            | NVRTC 11.6.2
nvrtc117                              | NVRTC 11.7.0
nvrtc117u1                            | NVRTC 11.7.1
nvrtc118                              | NVRTC 11.8.0
nvrtc120                              | NVRTC 12.0.0
nvrtc120u1                            | NVRTC 12.0.1
osacatrunk                            | OSACA (0.4.8)
objcppcg1220                          | POWER GCC 12.2.0
gccgoppc1220                          | POWER gccgo 12.2.0
fppcg1210                             | POWER gfortran 12.1.0
fppcg1220                             | POWER gfortran 12.2.0
objcppc64g1220                        | POWER64 GCC 12.2.0
ppc64_gltip                           | POWER64 gc (tip)
ppc64_gl114                           | POWER64 gc 1.14
ppc64_gl115                           | POWER64 gc 1.15
ppc64_gl116                           | POWER64 gc 1.16
ppc64_gl117                           | POWER64 gc 1.17
ppc64_gl118                           | POWER64 gc 1.18
ppc64_gl119                           | POWER64 gc 1.19
gccgoppc641220                        | POWER64 gccgo 12.2.0
gppc64g8                              | POWER64 gccgo AT12.0
gppc64g9                              | POWER64 gccgo AT13.0
fppc64g1210                           | POWER64 gfortran 12.1.0
fppc64g1220                           | POWER64 gfortran 12.2.0
objcppc64leg1220                      | POWER64LE GCC 12.2.0
ppc64le_gltip                         | POWER64LE gc (tip)
ppc64le_gl114                         | POWER64LE gc 1.14
ppc64le_gl115                         | POWER64LE gc 1.15
ppc64le_gl116                         | POWER64LE gc 1.16
ppc64le_gl117                         | POWER64LE gc 1.17
ppc64le_gl118                         | POWER64LE gc 1.18
ppc64le_gl119                         | POWER64LE gc 1.19
gccgoppc64le1220                      | POWER64LE gccgo 12.2.0
gppc64leg8                            | POWER64LE gccgo AT12.0
gppc64leg9                            | POWER64LE gccgo AT13.0
fppc64leg1210                         | POWER64le gfortran 12.1.0
fppc64leg1220                         | POWER64le gfortran 12.2.0
ptxasnvcc100                          | PTX Assembler 10.0.130
ptxasnvcc101                          | PTX Assembler 10.1.105
ptxasnvcc101u1                        | PTX Assembler 10.1.168
ptxasnvcc101u2                        | PTX Assembler 10.1.243
ptxasnvcc102                          | PTX Assembler 10.2.89
ptxasnvcc11                           | PTX Assembler 11.0.2
ptxasnvcc11u1                         | PTX Assembler 11.0.3
ptxasnvcc111                          | PTX Assembler 11.1.0
ptxasnvcc111u1                        | PTX Assembler 11.1.1
ptxasnvcc112                          | PTX Assembler 11.2.0
ptxasnvcc112u1                        | PTX Assembler 11.2.1
ptxasnvcc112u2                        | PTX Assembler 11.2.2
ptxasnvcc113                          | PTX Assembler 11.3.0
ptxasnvcc113u1                        | PTX Assembler 11.3.1
ptxasnvcc114                          | PTX Assembler 11.4.0
ptxasnvcc114u1                        | PTX Assembler 11.4.1
ptxasnvcc115                          | PTX Assembler 11.5.0
ptxasnvcc91                           | PTX Assembler 9.1.85
ptxasnvcc92                           | PTX Assembler 9.2.88
python310                             | Python 3.10
python311                             | Python 3.11
python35                              | Python 3.5
python36                              | Python 3.6
python37                              | Python 3.7
python38                              | Python 3.8
python39                              | Python 3.9
rga261_dxc162112                      | RGA 2.6.1 (DXC 1.6.2112)
rga261_dxc172207                      | RGA 2.6.1 (DXC 1.7.2207)
rga262_dxc162112                      | RGA 2.6.2 (DXC 1.6.2112)
rga262_dxc172207                      | RGA 2.6.2 (DXC 1.7.2207)
rga262_dxctrunk                       | RGA 2.6.2 (DXC trunk)
objcrv32g1220                         | RISC-V 32 GCC 12.2.0
objcrv64g1220                         | RISC-V 64 GCC 12.2.0
riscv64_gltip                         | RISC-V 64 gc (tip)
riscv64_gl114                         | RISC-V 64 gc 1.14
riscv64_gl115                         | RISC-V 64 gc 1.15
riscv64_gl116                         | RISC-V 64 gc 1.16
riscv64_gl117                         | RISC-V 64 gc 1.17
riscv64_gl118                         | RISC-V 64 gc 1.18
riscv64_gl119                         | RISC-V 64 gc 1.19
gccgoriscv641220                      | RISC-V 64 gccgo 12.2.0
rv32-clang                            | RISC-V rv32gc clang (trunk)
rv32-cclang                           | RISC-V rv32gc clang (trunk)
rv32-clang1000                        | RISC-V rv32gc clang 10.0.0
rv32-cclang1000                       | RISC-V rv32gc clang 10.0.0
rv32-clang1001                        | RISC-V rv32gc clang 10.0.1
rv32-cclang1001                       | RISC-V rv32gc clang 10.0.1
rv32-clang1100                        | RISC-V rv32gc clang 11.0.0
rv32-cclang1100                       | RISC-V rv32gc clang 11.0.0
rv32-clang1101                        | RISC-V rv32gc clang 11.0.1
rv32-cclang1101                       | RISC-V rv32gc clang 11.0.1
rv32-clang1200                        | RISC-V rv32gc clang 12.0.0
rv32-cclang1200                       | RISC-V rv32gc clang 12.0.0
rv32-clang1201                        | RISC-V rv32gc clang 12.0.1
rv32-cclang1201                       | RISC-V rv32gc clang 12.0.1
rv32-clang1300                        | RISC-V rv32gc clang 13.0.0
rv32-cclang1300                       | RISC-V rv32gc clang 13.0.0
rv32-clang1301                        | RISC-V rv32gc clang 13.0.1
rv32-cclang1301                       | RISC-V rv32gc clang 13.0.1
rv32-clang1400                        | RISC-V rv32gc clang 14.0.0
rv32-cclang1400                       | RISC-V rv32gc clang 14.0.0
rv32-clang1500                        | RISC-V rv32gc clang 15.0.0
rv32-cclang1500                       | RISC-V rv32gc clang 15.0.0
rv32-clang1600                        | RISC-V rv32gc clang 16.0.0
rv32-cclang1600                       | RISC-V rv32gc clang 16.0.0
rv32-clang900                         | RISC-V rv32gc clang 9.0.0
rv32-cclang900                        | RISC-V rv32gc clang 9.0.0
rv32-clang901                         | RISC-V rv32gc clang 9.0.1
rv32-cclang901                        | RISC-V rv32gc clang 9.0.1
rv32-gcc1020                          | RISC-V rv32gc gcc 10.2.0
rv32-cgcc1020                         | RISC-V rv32gc gcc 10.2.0
rv32-gcc1030                          | RISC-V rv32gc gcc 10.3.0
rv32-cgcc1030                         | RISC-V rv32gc gcc 10.3.0
rv32-gcc1120                          | RISC-V rv32gc gcc 11.2.0
rv32-cgcc1120                         | RISC-V rv32gc gcc 11.2.0
rv32-gcc1130                          | RISC-V rv32gc gcc 11.3.0
rv32-cgcc1130                         | RISC-V rv32gc gcc 11.3.0
rv32-gcc1210                          | RISC-V rv32gc gcc 12.1.0
rv32-cgcc1210                         | RISC-V rv32gc gcc 12.1.0
rv32-gcc1220                          | RISC-V rv32gc gcc 12.2.0
rv32-cgcc1220                         | RISC-V rv32gc gcc 12.2.0
rv32-gcc820                           | RISC-V rv32gc gcc 8.2.0
rv32-cgcc820                          | RISC-V rv32gc gcc 8.2.0
rv32-gcc850                           | RISC-V rv32gc gcc 8.5.0
rv32-cgcc850                          | RISC-V rv32gc gcc 8.5.0
rv32-gcc940                           | RISC-V rv32gc gcc 9.4.0
rv32-cgcc940                          | RISC-V rv32gc gcc 9.4.0
rv64-clang                            | RISC-V rv64gc clang (trunk)
rv64-cclang                           | RISC-V rv64gc clang (trunk)
rv64-clang1000                        | RISC-V rv64gc clang 10.0.0
rv64-cclang1000                       | RISC-V rv64gc clang 10.0.0
rv64-clang1001                        | RISC-V rv64gc clang 10.0.1
rv64-cclang1001                       | RISC-V rv64gc clang 10.0.1
rv64-clang1100                        | RISC-V rv64gc clang 11.0.0
rv64-cclang1100                       | RISC-V rv64gc clang 11.0.0
rv64-clang1101                        | RISC-V rv64gc clang 11.0.1
rv64-cclang1101                       | RISC-V rv64gc clang 11.0.1
rv64-clang1200                        | RISC-V rv64gc clang 12.0.0
rv64-cclang1200                       | RISC-V rv64gc clang 12.0.0
rv64-clang1201                        | RISC-V rv64gc clang 12.0.1
rv64-cclang1201                       | RISC-V rv64gc clang 12.0.1
rv64-clang1300                        | RISC-V rv64gc clang 13.0.0
rv64-cclang1300                       | RISC-V rv64gc clang 13.0.0
rv64-clang1301                        | RISC-V rv64gc clang 13.0.1
rv64-cclang1301                       | RISC-V rv64gc clang 13.0.1
rv64-clang1400                        | RISC-V rv64gc clang 14.0.0
rv64-cclang1400                       | RISC-V rv64gc clang 14.0.0
rv64-clang1500                        | RISC-V rv64gc clang 15.0.0
rv64-cclang1500                       | RISC-V rv64gc clang 15.0.0
rv64-clang1600                        | RISC-V rv64gc clang 16.0.0
rv64-cclang1600                       | RISC-V rv64gc clang 16.0.0
rv64-clang900                         | RISC-V rv64gc clang 9.0.0
rv64-cclang900                        | RISC-V rv64gc clang 9.0.0
rv64-clang901                         | RISC-V rv64gc clang 9.0.1
rv64-cclang901                        | RISC-V rv64gc clang 9.0.1
rv64-gcc1020                          | RISC-V rv64gc gcc 10.2.0
rv64-cgcc1020                         | RISC-V rv64gc gcc 10.2.0
rv64-gcc1030                          | RISC-V rv64gc gcc 10.3.0
rv64-cgcc1030                         | RISC-V rv64gc gcc 10.3.0
rv64-gcc1120                          | RISC-V rv64gc gcc 11.2.0
rv64-cgcc1120                         | RISC-V rv64gc gcc 11.2.0
rv64-gcc1130                          | RISC-V rv64gc gcc 11.3.0
rv64-cgcc1130                         | RISC-V rv64gc gcc 11.3.0
rv64-gcc1210                          | RISC-V rv64gc gcc 12.1.0
rv64-cgcc1210                         | RISC-V rv64gc gcc 12.1.0
rv64-gcc1220                          | RISC-V rv64gc gcc 12.2.0
rv64-cgcc1220                         | RISC-V rv64gc gcc 12.2.0
rv64-gcc820                           | RISC-V rv64gc gcc 8.2.0
rv64-cgcc820                          | RISC-V rv64gc gcc 8.2.0
rv64-gcc850                           | RISC-V rv64gc gcc 8.5.0
rv64-cgcc850                          | RISC-V rv64gc gcc 8.5.0
rv64-gcc940                           | RISC-V rv64gc gcc 9.4.0
